pais,id_cliente,fecha_pedido,fecha_llegada,tipo_compra,numero_pedido,tamano_paquete,unidades,costo_empacado,costo_envio,tipo_descuento,categoria,tipo_consumo,tipo_cliente,costo_producto
Colombia,126420846,2011-06-12,2011-06-28,Normal,98078185,Paquete pequeño,1,1.0,4.12,Liquidación,BlueRay,Alto Consumo,B2B,5.12
Colombia,145148150,2008-09-25,2008-10-03,Normal,98082607,Paquete pequeño,3,1.0,6.0,Cyber Monday,BlueRay,Alto Consumo,B2C,7.0
Colombia,189635244,2007-01-05,2007-01-16,Normal,98084901,Paquete pequeño,3,1.0,3.14,Liquidación,BlueRay,Alto Consumo,B2C,4.140000000000001
Colombia,234434439,2008-12-30,2009-01-12,Normal,98082244,Paquete pequeño,2,2.0,3.86,Sin descuento,BlueRay,Alto Consumo,B2C,5.859999999999999
Colombia,249798097,2002-04-04,2002-04-24,Normal,98091228,Paquete pequeño,1,1.0,5.68,Sin descuento,BlueRay,Alto Consumo,B2B,6.68
Colombia,249798097,2010-06-29,2010-07-19,Devolución,98079809,Paquete pequeño,1,3.0,6.45,Sin descuento,BlueRay,Alto Consumo,B2B,9.45
Colombia,271304490,2009-12-08,2009-12-25,Normal,98080828,Paquete pequeño,1,1.0,6.99,Sin descuento,BlueRay,Alto Consumo,B2C,7.99
Colombia,271304490,2010-06-28,2010-07-13,Normal,98079806,Paquete pequeño,1,3.0,6.45,Cyber Monday,BlueRay,Alto Consumo,B2C,9.45
Colombia,333427984,2012-11-11,2012-11-29,Normal,98075717,Paquete pequeño,2,3.0,5.33,Sin descuento,BlueRay,Alto Consumo,B2C,8.33
Colombia,353597252,2003-05-02,2003-05-14,Devolución,98089808,Paquete pequeño,1,1.0,4.86,Black Friday,BlueRay,Alto Consumo,B2C,5.86
Colombia,361586823,2011-09-22,2011-10-07,Normal,98077676,Paquete pequeño,1,1.0,3.88,Sin descuento,BlueRay,Alto Consumo,B2C,4.88
Colombia,397983135,2001-12-24,2002-01-12,Normal,98091641,Paquete pequeño,1,1.0,5.0,Sin descuento,BlueRay,Alto Consumo,B2C,6.0
Colombia,405991354,2007-01-06,2007-01-24,Normal,98084908,Paquete pequeño,1,1.0,3.58,Cyber Monday,BlueRay,Alto Consumo,B2C,4.58
Colombia,414997525,2005-04-12,2005-04-23,Normal,98087222,Paquete pequeño,1,3.0,6.61,Liquidación,BlueRay,Alto Consumo,B2B,9.61
Colombia,448346508,2000-06-26,2000-07-17,Normal,98093576,Paquete pequeño,2,3.0,4.58,Black Friday,BlueRay,Alto Consumo,B2B,7.58
Colombia,452241159,2003-06-17,2003-07-07,Normal,98089654,Paquete pequeño,2,1.0,5.9,Cyber Monday,BlueRay,Alto Consumo,B2C,6.9
Colombia,453512131,2012-10-22,2016-11-09,Devolución,98075828,Paquete pequeño,3,2.0,3.86,Cyber Monday,BlueRay,Alto Consumo,B2B,5.859999999999999
Colombia,471492301,2002-01-04,2002-01-13,Devolución,98091597,Paquete pequeño,3,1.0,5.61,Sin descuento,BlueRay,Alto Consumo,B2C,6.61
Colombia,481472777,2000-12-15,2000-12-24,Devolución,98092956,Paquete pequeño,2,1.0,5.55,Cyber Monday,BlueRay,Alto Consumo,B2C,6.55
Colombia,487583305,2012-04-06,2012-04-17,Normal,98076789,Paquete pequeño,2,2.0,3.99,Sin descuento,BlueRay,Alto Consumo,B2C,5.99
Colombia,510773995,2008-12-01,2008-12-21,Normal,98082349,Paquete pequeño,3,1.0,4.84,Cyber Monday,BlueRay,Alto Consumo,B2C,5.84
Colombia,512817841,2011-10-20,2011-10-29,Normal,98077557,Paquete pequeño,3,1.0,5.88,Liquidación,BlueRay,Alto Consumo,B2C,6.88
Colombia,514668821,2000-05-19,2000-06-03,Normal,98093725,Paquete pequeño,2,1.0,5.45,Fecha especial,BlueRay,Alto Consumo,B2C,6.45
Colombia,514668821,2003-01-19,2003-02-09,Normal,98090187,Paquete pequeño,1,2.0,4.9,Cyber Monday,BlueRay,Alto Consumo,B2C,6.9
Colombia,514668821,2013-01-16,2016-12-02,Normal,98075400,Paquete pequeño,1,2.0,3.1,Cyber Monday,BlueRay,Alto Consumo,B2C,5.1
Colombia,514668821,2015-07-25,2017-11-11,Normal,98070325,Paquete pequeño,3,1.0,4.73,Sin descuento,BlueRay,Alto Consumo,B2C,5.73
Colombia,535619292,2015-11-29,2015-12-14,Normal,98069460,Paquete pequeño,1,1.0,3.84,Sin descuento,BlueRay,Alto Consumo,B2B,4.84
Colombia,550048793,2002-09-21,2002-10-11,Devolución,98090614,Paquete pequeño,1,2.0,4.61,Sin descuento,BlueRay,Alto Consumo,B2C,6.61
Colombia,565333786,2012-10-15,2012-10-27,Normal,98075861,Paquete pequeño,3,1.0,5.86,Cyber Monday,BlueRay,Alto Consumo,B2C,6.86
Colombia,575421081,2006-04-06,2006-04-21,Normal,98085938,Paquete pequeño,3,2.0,4.58,Sin descuento,BlueRay,Alto Consumo,B2C,6.58
Colombia,596465578,2009-02-27,2009-03-12,Normal,98081995,Paquete pequeño,2,1.0,4.45,Black Friday,BlueRay,Alto Consumo,B2C,5.45
Colombia,605633342,2015-06-12,2017-10-31,Normal,98070608,Paquete pequeño,2,1.0,6.58,Cyber Monday,BlueRay,Alto Consumo,B2B,7.58
Colombia,612686122,2015-02-20,2015-03-15,Normal,98071350,Paquete pequeño,2,1.0,4.89,Sin descuento,BlueRay,Alto Consumo,B2B,5.89
Colombia,612686122,2015-11-17,2017-12-20,Devolución,98069548,Paquete pequeño,3,3.0,3.25,Sin descuento,BlueRay,Alto Consumo,B2B,6.25
Colombia,614794767,2009-12-25,2016-02-18,Normal,98080738,Paquete pequeño,1,2.0,6.55,Sin descuento,BlueRay,Alto Consumo,B2C,8.55
Colombia,615575696,2010-11-24,2010-12-11,Normal,98079121,Paquete pequeño,2,1.0,5.0,Sin descuento,BlueRay,Alto Consumo,B2B,6.0
Colombia,655183893,2011-08-22,2011-09-12,Normal,98077827,Paquete pequeño,2,2.0,4.88,Sin descuento,BlueRay,Alto Consumo,B2C,6.88
Colombia,655183893,2012-05-17,2012-06-08,Normal,98076584,Paquete pequeño,1,2.0,5.0,Cyber Monday,BlueRay,Alto Consumo,B2C,7.0
Colombia,659361408,2005-06-05,2005-06-23,Normal,98087042,Paquete pequeño,2,1.0,5.55,Sin descuento,BlueRay,Alto Consumo,B2B,6.55
Colombia,659361408,2006-01-11,2006-01-29,Devolución,98086231,Paquete pequeño,3,2.0,6.84,Sin descuento,BlueRay,Alto Consumo,B2B,8.84
Colombia,674406500,2003-02-21,2003-03-10,Normal,98090095,Paquete pequeño,1,2.0,6.55,Sin descuento,BlueRay,Alto Consumo,B2C,8.55
Colombia,680594379,2005-08-29,2005-09-08,Normal,98086737,Paquete pequeño,1,2.0,6.55,Sin descuento,BlueRay,Alto Consumo,B2C,8.55
Colombia,683896944,2007-03-02,2007-03-20,Normal,98084674,Paquete pequeño,1,1.0,3.9,Black Friday,BlueRay,Alto Consumo,B2C,4.9
Colombia,685203305,2011-06-15,2011-06-28,Normal,98078163,Paquete pequeño,3,1.0,6.9,Sin descuento,BlueRay,Alto Consumo,B2B,7.9
Colombia,685203305,2011-11-01,2011-11-15,Normal,98077497,Paquete pequeño,3,1.0,5.55,Sin descuento,BlueRay,Alto Consumo,B2B,6.55
Colombia,688783313,2008-01-18,2008-02-08,Normal,98083529,Paquete pequeño,2,3.0,7.0,Sin descuento,BlueRay,Alto Consumo,B2B,10.0
Colombia,700137756,2001-02-11,2001-02-22,Normal,98092750,Paquete pequeño,3,3.0,3.84,Fecha especial,BlueRay,Alto Consumo,B2B,6.84
Colombia,701100038,2000-01-31,2000-02-18,Normal,98094100,Paquete pequeño,3,3.0,3.99,Liquidación,BlueRay,Alto Consumo,B2B,6.99
Colombia,726340910,2009-08-06,2016-01-13,Normal,98081399,Paquete pequeño,3,2.0,5.65,Cyber Monday,BlueRay,Alto Consumo,B2B,7.65
Colombia,751863869,2004-04-01,2004-04-19,Normal,98088558,Paquete pequeño,3,1.0,5.58,Sin descuento,BlueRay,Alto Consumo,B2C,6.58
Colombia,758679810,2014-04-26,2014-05-04,Normal,98073086,Paquete pequeño,2,3.0,3.58,Sin descuento,BlueRay,Alto Consumo,B2C,6.58
Colombia,792787007,2011-06-05,2011-06-16,Normal,98078218,Paquete pequeño,3,2.0,5.9,Sin descuento,BlueRay,Alto Consumo,B2B,7.9
Colombia,792787007,2015-06-09,2015-06-20,Normal,98070626,Paquete pequeño,2,2.0,3.12,Sin descuento,BlueRay,Alto Consumo,B2B,5.12
Colombia,833567577,2009-09-29,2009-10-11,Normal,98081135,Paquete pequeño,3,1.0,4.68,Sin descuento,BlueRay,Alto Consumo,B2C,5.68
Colombia,869085354,2009-10-25,2009-11-15,Normal,98081008,Paquete pequeño,2,2.0,3.22,Sin descuento,BlueRay,Alto Consumo,B2C,5.220000000000001
Ecuador,126420846,2011-01-23,2011-02-06,Normal,98078858,Paquete pequeño,3,2.0,3.61,Cyber Monday,BlueRay,Alto Consumo,B2B,5.609999999999999
Ecuador,172950136,2012-09-17,2012-09-26,Normal,98076015,Paquete pequeño,2,1.0,4.1,Sin descuento,BlueRay,Alto Consumo,B2C,5.1
Ecuador,189635244,2012-05-07,2016-10-12,Normal,98076648,Paquete pequeño,1,1.0,4.55,Cyber Monday,BlueRay,Alto Consumo,B2C,5.55
Ecuador,193156145,2014-01-10,2014-01-25,Normal,98073678,Paquete pequeño,2,2.0,6.1,Sin descuento,BlueRay,Alto Consumo,B2C,8.1
Ecuador,194622983,2007-05-06,2007-05-18,Normal,98084457,Paquete pequeño,3,3.0,3.86,Sin descuento,BlueRay,Alto Consumo,B2C,6.859999999999999
Ecuador,200704420,2015-06-10,2017-08-04,Normal,98070607,Paquete pequeño,3,3.0,3.0,Sin descuento,BlueRay,Alto Consumo,B2B,6.0
Ecuador,216955161,2014-10-13,2014-11-02,Normal,98072128,Paquete pequeño,1,1.0,3.86,Sin descuento,BlueRay,Alto Consumo,B2C,4.859999999999999
Ecuador,220834258,2013-08-15,2013-08-28,Normal,98074363,Paquete pequeño,2,3.0,4.99,Cyber Monday,BlueRay,Alto Consumo,B2B,7.99
Ecuador,229898861,2001-06-18,2001-07-10,Normal,98092286,Paquete pequeño,1,3.0,5.68,Sin descuento,BlueRay,Alto Consumo,B2C,8.68
Ecuador,234434439,2007-02-26,2007-03-20,Devolución,98084680,Paquete pequeño,2,1.0,3.65,Liquidación,BlueRay,Alto Consumo,B2C,4.65
Ecuador,277084893,2012-11-22,2012-12-03,Normal,98075676,Paquete pequeño,3,1.0,4.12,Cyber Monday,BlueRay,Alto Consumo,B2B,5.12
Ecuador,283730095,2006-09-24,2006-10-09,Devolución,98085296,Paquete pequeño,3,2.0,3.25,Cyber Monday,BlueRay,Alto Consumo,B2B,5.25
Ecuador,305002580,2004-04-14,2004-04-26,Normal,98088506,Paquete pequeño,2,3.0,6.2,Liquidación,BlueRay,Alto Consumo,B2C,9.2
Ecuador,306217163,2011-01-09,2011-01-30,Devolución,98078916,Paquete pequeño,1,3.0,6.61,Cyber Monday,BlueRay,Alto Consumo,B2B,9.61
Ecuador,308322096,2015-08-14,2017-11-23,Normal,98070195,Paquete pequeño,1,2.0,3.58,Sin descuento,BlueRay,Alto Consumo,B2C,5.58
Ecuador,316425048,2000-01-09,2000-01-29,Devolución,98094169,Paquete pequeño,3,2.0,4.9,Sin descuento,BlueRay,Alto Consumo,B2C,6.9
Ecuador,316694393,2012-12-07,2012-12-20,Normal,98075594,Paquete pequeño,1,2.0,5.84,Cyber Monday,BlueRay,Alto Consumo,B2C,7.84
Ecuador,333427984,2000-09-12,2000-09-24,Normal,98093299,Paquete pequeño,1,1.0,5.0,Sin descuento,BlueRay,Alto Consumo,B2C,6.0
Ecuador,369207282,2013-03-10,2013-03-28,Devolución,98075136,Paquete pequeño,1,2.0,7.0,Cyber Monday,BlueRay,Alto Consumo,B2C,9.0
Ecuador,413610234,2004-02-11,2004-02-22,Normal,98088755,Paquete pequeño,1,1.0,6.61,Sin descuento,BlueRay,Alto Consumo,B2C,7.61
Ecuador,416232977,2013-08-12,2013-08-26,Devolución,98074383,Paquete pequeño,3,2.0,6.2,Sin descuento,BlueRay,Alto Consumo,B2C,8.2
Ecuador,454188032,2003-10-03,2003-10-25,Normal,98089252,Paquete pequeño,2,3.0,6.0,Liquidación,BlueRay,Alto Consumo,B2C,9.0
Ecuador,454188032,2012-09-02,2012-09-18,Normal,98076082,Paquete pequeño,3,3.0,4.58,Black Friday,BlueRay,Alto Consumo,B2C,7.58
Ecuador,471492301,2007-03-04,2007-03-21,Normal,98084665,Paquete pequeño,1,1.0,4.75,Sin descuento,BlueRay,Alto Consumo,B2C,5.75
Ecuador,487583305,2015-02-06,2015-02-26,Normal,98071454,Paquete pequeño,2,2.0,3.0,Sin descuento,BlueRay,Alto Consumo,B2C,5.0
Ecuador,543794562,2002-09-11,2002-09-19,Normal,98090659,Paquete pequeño,3,1.0,3.84,Cyber Monday,BlueRay,Alto Consumo,B2B,4.84
Ecuador,558515024,2000-12-27,2001-01-16,Normal,98092914,Paquete pequeño,1,3.0,6.45,Sin descuento,BlueRay,Alto Consumo,B2C,9.45
Ecuador,568383385,2003-05-25,2003-06-14,Normal,98089733,Paquete pequeño,2,3.0,5.88,Sin descuento,BlueRay,Alto Consumo,B2C,8.879999999999999
Ecuador,568892827,2001-08-21,2001-09-03,Normal,98092084,Paquete pequeño,3,2.0,6.55,Liquidación,BlueRay,Alto Consumo,B2B,8.55
Ecuador,582922821,2003-03-12,2003-03-29,Normal,98090031,Paquete pequeño,2,2.0,3.99,Fecha especial,BlueRay,Alto Consumo,B2C,5.99
Ecuador,596188269,2014-05-28,2014-06-19,Normal,98072920,Paquete pequeño,1,3.0,4.65,Sin descuento,BlueRay,Alto Consumo,B2B,7.65
Ecuador,612686122,2014-11-11,2014-12-02,Normal,98071982,Paquete pequeño,2,1.0,3.33,Black Friday,BlueRay,Alto Consumo,B2B,4.33
Ecuador,618657661,2001-07-18,2001-08-04,Normal,98092191,Paquete pequeño,2,3.0,3.9,Cyber Monday,BlueRay,Alto Consumo,B2C,6.9
Ecuador,655183893,2005-07-12,2005-07-24,Devolución,98086909,Paquete pequeño,3,3.0,6.65,Sin descuento,BlueRay,Alto Consumo,B2C,9.65
Ecuador,676480421,2006-08-14,2006-08-31,Normal,98085469,Paquete pequeño,3,3.0,7.0,Sin descuento,BlueRay,Alto Consumo,B2C,10.0
Ecuador,680594379,2011-04-22,2011-05-11,Normal,98078404,Paquete pequeño,2,2.0,4.89,Sin descuento,BlueRay,Alto Consumo,B2C,6.89
Ecuador,683896944,2010-11-11,2010-12-03,Devolución,98079178,Paquete pequeño,1,3.0,4.99,Cyber Monday,BlueRay,Alto Consumo,B2C,7.99
Ecuador,683896944,2015-05-14,2017-10-26,Normal,98070794,Paquete pequeño,1,2.0,6.0,Liquidación,BlueRay,Alto Consumo,B2C,8.0
Ecuador,756679382,2011-08-05,2011-08-25,Normal,98077904,Paquete pequeño,2,3.0,6.45,Cyber Monday,BlueRay,Alto Consumo,B2C,9.45
Ecuador,767598372,2015-01-30,2017-07-02,Normal,98071495,Paquete pequeño,3,2.0,3.22,Sin descuento,BlueRay,Alto Consumo,B2B,5.220000000000001
Ecuador,781084228,2004-11-19,2004-11-29,Normal,98087765,Paquete pequeño,1,2.0,4.89,Sin descuento,BlueRay,Alto Consumo,B2C,6.89
Ecuador,783214027,2004-03-08,2004-03-26,Devolución,98088644,Paquete pequeño,1,3.0,6.25,Black Friday,BlueRay,Alto Consumo,B2B,9.25
Ecuador,833567577,2001-12-08,2001-12-26,Devolución,98091702,Paquete pequeño,1,3.0,6.75,Sin descuento,BlueRay,Alto Consumo,B2C,9.75
Ecuador,869085354,2009-06-16,2009-07-04,Devolución,98081597,Paquete pequeño,1,3.0,6.75,Black Friday,BlueRay,Alto Consumo,B2C,9.75
Ecuador,869085354,2012-12-07,2016-11-22,Devolución,98075602,Paquete pequeño,3,1.0,3.12,Cyber Monday,BlueRay,Alto Consumo,B2C,4.12
Ecuador,870227408,2004-07-02,2004-07-15,Normal,98088239,Paquete pequeño,1,2.0,6.0,Sin descuento,BlueRay,Alto Consumo,B2C,8.0
Paraguay,126420846,2010-11-24,2010-12-06,Normal,98079115,Paquete pequeño,2,2.0,5.86,Sin descuento,BlueRay,Alto Consumo,B2B,7.86
Paraguay,126420846,2014-04-29,2014-05-08,Normal,98073069,Paquete pequeño,1,3.0,5.61,Cyber Monday,BlueRay,Alto Consumo,B2B,8.61
Paraguay,193156145,2010-10-02,2010-10-19,Devolución,98079359,Paquete pequeño,3,1.0,6.61,Sin descuento,BlueRay,Alto Consumo,B2C,7.61
Paraguay,194398828,2001-02-15,2001-02-28,Normal,98092742,Paquete pequeño,1,1.0,4.55,Sin descuento,BlueRay,Alto Consumo,B2B,5.55
Paraguay,194398828,2001-08-27,2001-09-08,Devolución,98092064,Paquete pequeño,1,2.0,4.36,Fecha especial,BlueRay,Alto Consumo,B2B,6.36
Paraguay,197732829,2014-02-10,2014-02-24,Normal,98073509,Paquete pequeño,2,2.0,4.45,Sin descuento,BlueRay,Alto Consumo,B2C,6.45
Paraguay,201171360,2015-05-18,2015-06-06,Normal,98070768,Paquete pequeño,2,3.0,6.61,Sin descuento,BlueRay,Alto Consumo,B2C,9.61
Paraguay,269213857,2012-12-28,2013-01-14,Normal,98075508,Paquete pequeño,3,3.0,4.1,Black Friday,BlueRay,Alto Consumo,B2C,7.1
Paraguay,309017972,2010-07-23,2010-08-04,Normal,98079697,Paquete pequeño,3,1.0,5.68,Cyber Monday,BlueRay,Alto Consumo,B2C,6.68
Paraguay,316694393,2010-10-22,2016-05-07,Normal,98079285,Paquete pequeño,2,3.0,4.99,Sin descuento,BlueRay,Alto Consumo,B2C,7.99
Paraguay,316694393,2012-09-17,2012-10-10,Normal,98076005,Paquete pequeño,3,2.0,5.22,Cyber Monday,BlueRay,Alto Consumo,B2C,7.22
Paraguay,340379512,2010-10-15,2010-10-29,Devolución,98079312,Paquete pequeño,2,1.0,4.65,Cyber Monday,BlueRay,Alto Consumo,B2C,5.65
Paraguay,391506118,2009-10-13,2009-10-29,Normal,98081060,Paquete pequeño,2,2.0,6.75,Sin descuento,BlueRay,Alto Consumo,B2C,8.75
Paraguay,404435455,2010-09-22,2010-10-11,Normal,98079412,Paquete pequeño,3,2.0,4.33,Sin descuento,BlueRay,Alto Consumo,B2C,6.33
Paraguay,436608095,2015-08-08,2018-03-09,Normal,98070228,Paquete pequeño,3,2.0,4.99,Liquidación,BlueRay,Alto Consumo,B2B,6.99
Paraguay,452241159,2013-02-09,2013-02-19,Normal,98075273,Paquete pequeño,3,3.0,3.36,Fecha especial,BlueRay,Alto Consumo,B2C,6.359999999999999
Paraguay,465556184,2015-02-23,2017-07-03,Normal,98071332,Paquete pequeño,3,3.0,5.88,Sin descuento,BlueRay,Alto Consumo,B2C,8.879999999999999
Paraguay,465708582,2012-01-07,2012-01-25,Normal,98077206,Paquete pequeño,1,3.0,6.0,Sin descuento,BlueRay,Alto Consumo,B2C,9.0
Paraguay,477490358,2008-12-11,2008-12-30,Devolución,98082304,Paquete pequeño,2,3.0,3.58,Fecha especial,BlueRay,Alto Consumo,B2B,6.58
Paraguay,514136954,2007-06-29,2007-07-21,Normal,98084265,Paquete pequeño,3,3.0,5.14,Black Friday,BlueRay,Alto Consumo,B2B,8.14
Paraguay,523605849,2004-10-28,2004-11-17,Devolución,98087836,Paquete pequeño,1,2.0,7.0,Cyber Monday,BlueRay,Alto Consumo,B2C,9.0
Paraguay,529333105,2011-10-29,2011-11-14,Normal,98077504,Paquete pequeño,2,2.0,3.0,Fecha especial,BlueRay,Alto Consumo,B2C,5.0
Paraguay,531720979,2002-05-06,2002-05-26,Normal,98091102,Paquete pequeño,1,2.0,3.9,Cyber Monday,BlueRay,Alto Consumo,B2C,5.9
Paraguay,543794562,2012-01-28,2016-09-12,Normal,98077103,Paquete pequeño,2,3.0,5.58,Sin descuento,BlueRay,Alto Consumo,B2B,8.58
Paraguay,543794562,2015-01-24,2015-02-05,Normal,98071541,Paquete pequeño,3,2.0,6.58,Sin descuento,BlueRay,Alto Consumo,B2B,8.58
Paraguay,550048793,2007-07-17,2007-08-05,Normal,98084203,Paquete pequeño,1,1.0,3.36,Cyber Monday,BlueRay,Alto Consumo,B2C,4.359999999999999
Paraguay,582922821,2008-08-09,2008-08-27,Normal,98082781,Paquete pequeño,2,3.0,6.89,Sin descuento,BlueRay,Alto Consumo,B2C,9.89
Paraguay,597467509,2013-04-01,2017-01-02,Normal,98075036,Paquete pequeño,3,3.0,5.61,Sin descuento,BlueRay,Alto Consumo,B2C,8.61
Paraguay,598384221,2015-06-08,2018-02-19,Normal,98070621,Paquete pequeño,1,1.0,5.65,Black Friday,BlueRay,Alto Consumo,B2B,6.65
Paraguay,645012493,2006-11-22,2006-12-02,Normal,98085061,Paquete pequeño,3,2.0,5.55,Black Friday,BlueRay,Alto Consumo,B2C,7.55
Paraguay,667298873,2014-05-01,2017-04-28,Devolución,98073059,Paquete pequeño,1,3.0,6.45,Sin descuento,BlueRay,Alto Consumo,B2C,9.45
Paraguay,700137756,2009-10-24,2009-11-04,Normal,98081011,Paquete pequeño,2,3.0,7.0,Cyber Monday,BlueRay,Alto Consumo,B2B,10.0
Paraguay,700754953,2013-08-03,2013-08-17,Normal,98074432,Paquete pequeño,2,1.0,6.55,Sin descuento,BlueRay,Alto Consumo,B2C,7.55
Paraguay,701100038,2015-05-25,2015-06-06,Normal,98070723,Paquete pequeño,1,1.0,6.86,Cyber Monday,BlueRay,Alto Consumo,B2B,7.86
Paraguay,702980227,2003-01-12,2003-02-01,Normal,98090216,Paquete pequeño,1,2.0,5.25,Cyber Monday,BlueRay,Alto Consumo,B2C,7.25
Paraguay,707476699,2011-02-19,2011-03-14,Normal,98078703,Paquete pequeño,3,1.0,4.12,Cyber Monday,BlueRay,Alto Consumo,B2C,5.12
Paraguay,720326971,2006-11-28,2006-12-14,Normal,98085035,Paquete pequeño,1,3.0,4.84,Cyber Monday,BlueRay,Alto Consumo,B2C,7.84
Paraguay,726340910,2011-02-09,2011-03-02,Normal,98078772,Paquete pequeño,1,1.0,6.45,Sin descuento,BlueRay,Alto Consumo,B2B,7.45
Paraguay,733190648,2003-03-14,2003-03-23,Normal,98090012,Paquete pequeño,1,3.0,7.0,Cyber Monday,BlueRay,Alto Consumo,B2B,10.0
Paraguay,761322747,2009-10-30,2009-11-12,Devolución,98080983,Paquete pequeño,2,3.0,3.61,Cyber Monday,BlueRay,Alto Consumo,B2C,6.609999999999999
Paraguay,781084228,2010-10-11,2010-10-28,Normal,98079320,Paquete pequeño,1,3.0,4.1,Sin descuento,BlueRay,Alto Consumo,B2C,7.1
Paraguay,783214027,2000-03-15,2000-03-24,Normal,98093945,Paquete pequeño,1,2.0,4.55,Sin descuento,BlueRay,Alto Consumo,B2B,6.55
Paraguay,783214027,2003-02-19,2003-03-08,Normal,98090094,Paquete pequeño,1,3.0,6.88,Cyber Monday,BlueRay,Alto Consumo,B2B,9.88
Paraguay,794332386,2005-01-19,2005-02-06,Normal,98087522,Paquete pequeño,3,2.0,5.45,Cyber Monday,BlueRay,Alto Consumo,B2C,7.45
Paraguay,819761666,2008-06-05,2008-06-22,Normal,98083020,Paquete pequeño,1,3.0,3.68,Sin descuento,BlueRay,Alto Consumo,B2B,6.68
Paraguay,838168914,2014-01-19,2014-02-10,Devolución,98073632,Paquete pequeño,2,1.0,3.75,Cyber Monday,BlueRay,Alto Consumo,B2C,4.75
Paraguay,875729150,2000-07-25,2000-08-05,Normal,98093470,Paquete pequeño,3,1.0,4.75,Sin descuento,BlueRay,Alto Consumo,B2B,5.75
Perú,126420846,2004-03-21,2004-04-12,Normal,98088603,Paquete pequeño,3,2.0,5.58,Cyber Monday,BlueRay,Alto Consumo,B2B,7.58
Perú,140565407,2011-01-18,2011-02-03,Devolución,98078873,Paquete pequeño,3,1.0,3.25,Sin descuento,BlueRay,Alto Consumo,B2C,4.25
Perú,183302960,2011-06-02,2011-06-21,Normal,98078229,Paquete pequeño,3,2.0,4.0,Liquidación,BlueRay,Alto Consumo,B2C,6.0
Perú,183302960,2014-02-08,2018-04-19,Devolución,98073513,Paquete pequeño,2,2.0,6.0,Sin descuento,BlueRay,Alto Consumo,B2C,8.0
Perú,189635244,2013-07-15,2017-01-21,Normal,98074535,Paquete pequeño,3,2.0,6.73,Cyber Monday,BlueRay,Alto Consumo,B2C,8.73
Perú,193156145,2006-08-21,2006-09-07,Normal,98085426,Paquete pequeño,2,2.0,6.99,Sin descuento,BlueRay,Alto Consumo,B2C,8.99
Perú,193156145,2011-12-22,2012-01-06,Normal,98077272,Paquete pequeño,1,3.0,6.12,Liquidación,BlueRay,Alto Consumo,B2C,9.12
Perú,194622983,2003-03-08,2003-03-22,Devolución,98090044,Paquete pequeño,3,1.0,7.0,Sin descuento,BlueRay,Alto Consumo,B2C,8.0
Perú,217563390,2009-07-23,2009-08-11,Normal,98081450,Paquete pequeño,3,3.0,6.2,Sin descuento,BlueRay,Alto Consumo,B2C,9.2
Perú,234434439,2011-01-30,2011-02-11,Normal,98078826,Paquete pequeño,3,1.0,5.99,Sin descuento,BlueRay,Alto Consumo,B2C,6.99
Perú,238517106,2002-01-23,2002-02-05,Normal,98091509,Paquete pequeño,3,2.0,3.25,Cyber Monday,BlueRay,Alto Consumo,B2B,5.25
Perú,238517106,2004-05-16,2004-05-26,Normal,98088400,Paquete pequeño,1,3.0,4.12,Sin descuento,BlueRay,Alto Consumo,B2B,7.12
Perú,238517106,2012-09-22,2012-10-01,Normal,98075983,Paquete pequeño,1,1.0,3.0,Cyber Monday,BlueRay,Alto Consumo,B2B,4.0
Perú,240748730,2012-03-20,2016-09-30,Normal,98076857,Paquete pequeño,3,2.0,5.55,Black Friday,BlueRay,Alto Consumo,B2B,7.55
Perú,269213857,2015-03-02,2015-03-20,Normal,98071297,Paquete pequeño,3,2.0,5.84,Sin descuento,BlueRay,Alto Consumo,B2C,7.84
Perú,270034059,2010-03-09,2010-03-25,Normal,98080361,Paquete pequeño,2,1.0,3.65,Cyber Monday,BlueRay,Alto Consumo,B2C,4.65
Perú,272581503,2013-10-19,2013-11-03,Normal,98074067,Paquete pequeño,3,3.0,4.0,Cyber Monday,BlueRay,Alto Consumo,B2B,7.0
Perú,275323921,2010-08-08,2016-04-16,Normal,98079634,Paquete pequeño,1,3.0,3.73,Liquidación,BlueRay,Alto Consumo,B2C,6.73
Perú,277084893,2010-09-14,2010-10-02,Normal,98079445,Paquete pequeño,2,1.0,3.45,Sin descuento,BlueRay,Alto Consumo,B2B,4.45
Perú,288269706,2001-01-14,2001-01-26,Devolución,98092843,Paquete pequeño,2,2.0,3.2,Cyber Monday,BlueRay,Alto Consumo,B2B,5.2
Perú,293195079,2003-06-11,2003-06-25,Normal,98089676,Paquete pequeño,2,1.0,4.0,Cyber Monday,BlueRay,Alto Consumo,B2B,5.0
Perú,296364886,2000-04-08,2000-04-28,Normal,98093857,Paquete pequeño,1,2.0,5.36,Black Friday,BlueRay,Alto Consumo,B2C,7.36
Perú,309017972,2003-01-30,2003-02-21,Normal,98090155,Paquete pequeño,3,2.0,6.75,Fecha especial,BlueRay,Alto Consumo,B2C,8.75
Perú,316425048,2005-03-16,2005-04-07,Normal,98087316,Paquete pequeño,1,2.0,5.88,Sin descuento,BlueRay,Alto Consumo,B2C,7.88
Perú,316425048,2010-08-24,2016-04-29,Normal,98079550,Paquete pequeño,1,3.0,6.88,Liquidación,BlueRay,Alto Consumo,B2C,9.88
